item,participante,prime,SOA,tempo,resposta
item_01,S_01,relacionado,curto,688.081982,correct
item_02,S_01,relacionado,curto,694.6091113,correct
item_03,S_01,relacionado,curto,499.6527571,incorrect
item_04,S_01,relacionado,curto,585.7681475,correct
item_05,S_01,relacionado,curto,480.8824603,correct
item_06,S_01,relacionado,curto,492.452992,incorrect
item_07,S_01,relacionado,curto,742.2370015,correct
item_08,S_01,relacionado,curto,2184.24107,correct
item_09,S_01,relacionado,curto,546.7259904,correct
item_10,S_01,relacionado,curto,482.6878294,correct
item_11,S_01,relacionado,curto,595.8065876,correct
item_12,S_01,relacionado,curto,447.1501388,correct
item_13,S_01,relacionado,curto,490.4992078,incorrect
item_14,S_01,relacionado,curto,514.0216754,correct
item_15,S_01,relacionado,curto,571.3591789,correct
item_01,S_02,relacionado,curto,448.8618723,correct
item_02,S_02,relacionado,curto,692.9102021,correct
item_03,S_02,relacionado,curto,696.4423455,correct
item_04,S_02,relacionado,curto,564.0466094,correct
item_05,S_02,relacionado,curto,462.0242027,correct
item_06,S_02,relacionado,curto,442.2120254,correct
item_07,S_02,relacionado,curto,475.4382968,correct
item_08,S_02,relacionado,curto,609.1623584,correct
item_09,S_02,relacionado,curto,570.8820589,correct
item_10,S_02,relacionado,curto,627.7095921,correct
item_11,S_02,relacionado,curto,571.7480975,correct
item_12,S_02,relacionado,curto,718.6138725,correct
item_13,S_02,relacionado,curto,370.8304533,correct
item_14,S_02,relacionado,curto,536.6302781,correct
item_15,S_02,relacionado,curto,534.0248863,correct
item_01,S_03,relacionado,curto,692.3056159,correct
item_02,S_03,relacionado,curto,422.4690149,correct
item_03,S_03,relacionado,curto,622.1294502,correct
item_04,S_03,relacionado,curto,722.2869269,correct
item_05,S_03,relacionado,curto,602.1465702,correct
item_06,S_03,relacionado,curto,605.6245792,correct
item_07,S_03,relacionado,curto,569.4575748,correct
item_08,S_03,relacionado,curto,570.7302053,correct
item_09,S_03,relacionado,curto,412.2916753,correct
item_10,S_03,relacionado,curto,430.33498,correct
item_11,S_03,relacionado,curto,473.9352933,correct
item_12,S_03,relacionado,curto,599.157574,correct
item_13,S_03,relacionado,curto,502.8713628,correct
item_14,S_03,relacionado,curto,445.6499687,correct
item_15,S_03,relacionado,curto,422.5311926,correct
item_01,S_04,relacionado,curto,588.7741023,correct
item_02,S_04,relacionado,curto,165.0670871,correct
item_03,S_04,relacionado,curto,555.1726169,correct
item_04,S_04,relacionado,curto,707.7438747,correct
item_05,S_04,relacionado,curto,579.9497245,correct
item_06,S_04,relacionado,curto,443.9955486,correct
item_07,S_04,relacionado,curto,586.5662414,correct
item_08,S_04,relacionado,curto,618.1042851,correct
item_09,S_04,relacionado,curto,548.8944119,correct
item_10,S_04,relacionado,curto,396.3142415,correct
item_11,S_04,relacionado,curto,569.8539398,correct
item_12,S_04,relacionado,curto,478.6715164,correct
item_13,S_04,relacionado,curto,391.6953628,correct
item_14,S_04,relacionado,curto,731.3253255,correct
item_15,S_04,relacionado,curto,664.8941936,correct
item_01,S_05,relacionado,curto,631.5264307,correct
item_02,S_05,relacionado,curto,775.630843,correct
item_03,S_05,relacionado,curto,735.0932725,correct
item_04,S_05,relacionado,curto,758.0991701,correct
item_05,S_05,relacionado,curto,689.1927825,correct
item_06,S_05,relacionado,curto,670.3791518,correct
item_07,S_05,relacionado,curto,587.3579709,correct
item_08,S_05,relacionado,curto,651.4117186,correct
item_09,S_05,relacionado,curto,828.0740856,correct
item_10,S_05,relacionado,curto,804.1738685,correct
item_11,S_05,relacionado,curto,737.8366545,correct
item_12,S_05,relacionado,curto,553.3508966,correct
item_13,S_05,relacionado,curto,796.9631029,correct
item_14,S_05,relacionado,curto,509.2336294,correct
item_15,S_05,relacionado,curto,662.8811635,correct
item_46,S_06,relacionado,curto,681.3933484,correct
item_47,S_06,relacionado,curto,604.9832483,correct
item_48,S_06,relacionado,curto,623.158963,correct
item_49,S_06,relacionado,curto,672.2782338,correct
item_50,S_06,relacionado,curto,577.6443369,correct
item_51,S_06,relacionado,curto,568.3922646,correct
item_52,S_06,relacionado,curto,571.265801,correct
item_53,S_06,relacionado,curto,563.810614,correct
item_54,S_06,relacionado,curto,777.3917084,correct
item_55,S_06,relacionado,curto,815.9240793,correct
item_56,S_06,relacionado,curto,746.9116395,correct
item_57,S_06,relacionado,curto,754.6351443,correct
item_58,S_06,relacionado,curto,739.6175928,correct
item_59,S_06,relacionado,curto,599.9797315,correct
item_60,S_06,relacionado,curto,689.2680119,correct
item_46,S_07,relacionado,curto,674.7495187,correct
item_47,S_07,relacionado,curto,696.6694641,correct
item_48,S_07,relacionado,curto,617.8397077,correct
item_49,S_07,relacionado,curto,794.0936507,correct
item_50,S_07,relacionado,curto,621.9046723,correct
item_51,S_07,relacionado,curto,767.6999695,correct
item_52,S_07,relacionado,curto,809.3664848,correct
item_53,S_07,relacionado,curto,608.892088,correct
item_54,S_07,relacionado,curto,464.4878302,correct
item_55,S_07,relacionado,curto,500.6166252,correct
item_56,S_07,relacionado,curto,486.1587753,correct
item_57,S_07,relacionado,curto,520.2942916,correct
item_58,S_07,relacionado,curto,575.2752745,correct
item_59,S_07,relacionado,curto,811.2903824,correct
item_60,S_07,relacionado,curto,584.7716359,correct
item_46,S_08,relacionado,curto,638.8407255,correct
item_47,S_08,relacionado,curto,557.315439,correct
item_48,S_08,relacionado,curto,704.271262,correct
item_49,S_08,relacionado,curto,798.6122075,correct
item_50,S_08,relacionado,curto,812.4688887,correct
item_51,S_08,relacionado,curto,678.4228536,correct
item_52,S_08,relacionado,curto,636.075044,correct
item_53,S_08,relacionado,curto,909.3379819,correct
item_54,S_08,relacionado,curto,635.1073599,correct
item_55,S_08,relacionado,curto,697.6010578,correct
item_56,S_08,relacionado,curto,597.7377222,correct
item_57,S_08,relacionado,curto,751.6002862,correct
item_58,S_08,relacionado,curto,694.509569,correct
item_59,S_08,relacionado,curto,823.0263909,correct
item_60,S_08,relacionado,curto,933.3674517,correct
item_46,S_09,relacionado,curto,797.8215556,correct
item_47,S_09,relacionado,curto,733.9722188,correct
item_48,S_09,relacionado,curto,852.5975528,correct
item_49,S_09,relacionado,curto,833.7785966,correct
item_50,S_09,relacionado,curto,801.5695977,correct
item_51,S_09,relacionado,curto,706.9735031,incorrect
item_52,S_09,relacionado,curto,635.2260539,correct
item_53,S_09,relacionado,curto,914.8720476,correct
item_54,S_09,relacionado,curto,751.7612407,correct
item_55,S_09,relacionado,curto,674.3813092,correct
item_56,S_09,relacionado,curto,836.2402349,correct
item_57,S_09,relacionado,curto,648.8564597,correct
item_58,S_09,relacionado,curto,812.3046292,correct
item_59,S_09,relacionado,curto,889.1934623,correct
item_60,S_09,relacionado,curto,752.8936451,correct
item_46,S_10,relacionado,curto,825.2290961,correct
item_47,S_10,relacionado,curto,740.8443996,correct
item_48,S_10,relacionado,curto,887.8874918,correct
item_49,S_10,relacionado,curto,662.4215092,correct
item_50,S_10,relacionado,curto,855.7878412,correct
item_51,S_10,relacionado,curto,801.1131495,correct
item_52,S_10,relacionado,curto,1137.07532,correct
item_53,S_10,relacionado,curto,748.2155961,correct
item_54,S_10,relacionado,curto,807.926498,correct
item_55,S_10,relacionado,curto,829.6745918,correct
item_56,S_10,relacionado,curto,750.8549887,incorrect
item_57,S_10,relacionado,curto,694.7810199,correct
item_58,S_10,relacionado,curto,875.0360402,correct
item_59,S_10,relacionado,curto,714.3866047,correct
item_60,S_10,relacionado,curto,830.4714996,correct
item_31,S_11,relacionado,curto,788.5835118,correct
item_32,S_11,relacionado,curto,968.003897,correct
item_33,S_11,relacionado,curto,974.888124,correct
item_34,S_11,relacionado,curto,647.0605884,correct
item_35,S_11,relacionado,curto,816.8138016,correct
item_36,S_11,relacionado,curto,842.9904296,correct
item_37,S_11,relacionado,curto,996.094901,correct
item_38,S_11,relacionado,curto,649.6300511,correct
item_39,S_11,relacionado,curto,909.5393273,correct
item_40,S_11,relacionado,curto,895.2604192,correct
item_41,S_11,relacionado,curto,814.6013894,correct
item_42,S_11,relacionado,curto,849.8590771,correct
item_43,S_11,relacionado,curto,720.4550461,correct
item_44,S_11,relacionado,curto,781.1440756,correct
item_45,S_11,relacionado,curto,806.914217,correct
item_31,S_12,relacionado,curto,684.8706823,correct
item_32,S_12,relacionado,curto,719.6143567,correct
item_33,S_12,relacionado,curto,937.6800908,correct
item_34,S_12,relacionado,curto,735.5474339,correct
item_35,S_12,relacionado,curto,909.5967124,correct
item_36,S_12,relacionado,curto,905.3091211,correct
item_37,S_12,relacionado,curto,741.6587111,correct
item_38,S_12,relacionado,curto,703.2052564,correct
item_39,S_12,relacionado,curto,764.3217216,correct
item_40,S_12,relacionado,curto,778.1999207,correct
item_41,S_12,relacionado,curto,984.559576,correct
item_42,S_12,relacionado,curto,904.0625782,correct
item_43,S_12,relacionado,curto,669.2787206,correct
item_44,S_12,relacionado,curto,691.0906953,correct
item_45,S_12,relacionado,curto,618.3154561,correct
item_31,S_13,relacionado,curto,574.0492259,correct
item_32,S_13,relacionado,curto,565.0502545,correct
item_33,S_13,relacionado,curto,727.9079048,correct
item_34,S_13,relacionado,curto,550.115242,correct
item_35,S_13,relacionado,curto,706.3669905,correct
item_36,S_13,relacionado,curto,427.9312784,correct
item_37,S_13,relacionado,curto,733.2016874,correct
item_38,S_13,relacionado,curto,626.5419383,correct
item_39,S_13,relacionado,curto,586.065004,correct
item_40,S_13,relacionado,curto,746.595926,correct
item_41,S_13,relacionado,curto,540.3266282,correct
item_42,S_13,relacionado,curto,650.6315787,correct
item_43,S_13,relacionado,curto,636.5974364,correct
item_44,S_13,relacionado,curto,753.9878531,correct
item_45,S_13,relacionado,curto,734.3268576,correct
item_31,S_14,relacionado,curto,778.2452903,correct
item_32,S_14,relacionado,curto,657.232542,correct
item_33,S_14,relacionado,curto,710.7387045,correct
item_34,S_14,relacionado,curto,600.0892245,correct
item_35,S_14,relacionado,curto,563.6821921,correct
item_36,S_14,relacionado,curto,759.0383096,correct
item_37,S_14,relacionado,curto,584.2203168,correct
item_38,S_14,relacionado,curto,615.0198604,incorrect
item_39,S_14,relacionado,curto,592.8950013,correct
item_40,S_14,relacionado,curto,637.2913177,correct
item_41,S_14,relacionado,curto,627.0954976,correct
item_42,S_14,relacionado,curto,741.1455349,correct
item_43,S_14,relacionado,curto,645.3557159,correct
item_44,S_14,relacionado,curto,532.5067613,correct
item_45,S_14,relacionado,curto,661.1449177,correct
item_31,S_15,relacionado,curto,574.0540096,correct
item_32,S_15,relacionado,curto,656.1858683,correct
item_33,S_15,relacionado,curto,680.7484996,correct
item_34,S_15,relacionado,curto,678.20988,correct
item_35,S_15,relacionado,curto,614.0164016,correct
item_36,S_15,relacionado,curto,792.3757182,correct
item_37,S_15,relacionado,curto,456.2875621,correct
item_38,S_15,relacionado,curto,689.8250186,correct
item_39,S_15,relacionado,curto,708.0320342,correct
item_40,S_15,relacionado,curto,807.3048251,correct
item_41,S_15,relacionado,curto,700.0934306,correct
item_42,S_15,relacionado,curto,773.3769058,correct
item_43,S_15,relacionado,curto,622.3644086,correct
item_44,S_15,relacionado,curto,597.015903,correct
item_45,S_15,relacionado,curto,617.1795973,correct
item_16,S_16,relacionado,curto,644.2132269,correct
item_17,S_16,relacionado,curto,830.9973771,correct
item_18,S_16,relacionado,curto,532.1248569,correct
item_19,S_16,relacionado,curto,685.1662115,incorrect
item_20,S_16,relacionado,curto,664.4415906,correct
item_21,S_16,relacionado,curto,707.4702304,correct
item_22,S_16,relacionado,curto,675.0880227,correct
item_23,S_16,relacionado,curto,649.95076,correct
item_24,S_16,relacionado,curto,740.3514792,correct
item_25,S_16,relacionado,curto,591.2561883,correct
item_26,S_16,relacionado,curto,722.2154645,correct
item_27,S_16,relacionado,curto,1673.497955,correct
item_28,S_16,relacionado,curto,490.3459647,correct
item_29,S_16,relacionado,curto,467.9012785,correct
item_30,S_16,relacionado,curto,583.6122016,correct
item_16,S_17,relacionado,curto,782.3195669,correct
item_17,S_17,relacionado,curto,474.8267829,correct
item_18,S_17,relacionado,curto,703.976861,incorrect
item_19,S_17,relacionado,curto,796.4804442,correct
item_20,S_17,relacionado,curto,896.637232,correct
item_21,S_17,relacionado,curto,761.7423665,correct
item_22,S_17,relacionado,curto,861.1806582,correct
item_23,S_17,relacionado,curto,642.6961882,correct
item_24,S_17,relacionado,curto,829.7129362,correct
item_25,S_17,relacionado,curto,828.6534366,correct
item_26,S_17,relacionado,curto,663.6219613,correct
item_27,S_17,relacionado,curto,770.3995412,correct
item_28,S_17,relacionado,curto,651.6354885,correct
item_29,S_17,relacionado,curto,650.5928672,correct
item_30,S_17,relacionado,curto,781.8336651,correct
item_16,S_18,relacionado,curto,617.5826028,correct
item_17,S_18,relacionado,curto,701.3289985,correct
item_18,S_18,relacionado,curto,536.9497952,correct
item_19,S_18,relacionado,curto,432.1578692,correct
item_20,S_18,relacionado,curto,656.1503689,correct
item_21,S_18,relacionado,curto,637.0363052,correct
item_22,S_18,relacionado,curto,710.6195623,correct
item_23,S_18,relacionado,curto,669.4328213,correct
item_24,S_18,relacionado,curto,975.430508,correct
item_25,S_18,relacionado,curto,651.6985271,correct
item_26,S_18,relacionado,curto,912.0063787,correct
item_27,S_18,relacionado,curto,807.9978833,correct
item_28,S_18,relacionado,curto,670.2525886,correct
item_29,S_18,relacionado,curto,672.4158346,correct
item_30,S_18,relacionado,curto,663.1058015,correct
item_16,S_19,relacionado,curto,174.5454066,correct
item_17,S_19,relacionado,curto,394.5800417,correct
item_18,S_19,relacionado,curto,734.1529345,correct
item_19,S_19,relacionado,curto,906.494294,correct
item_20,S_19,relacionado,curto,702.6461464,correct
item_21,S_19,relacionado,curto,619.1977358,correct
item_22,S_19,relacionado,curto,763.7852984,correct
item_23,S_19,relacionado,curto,744.1017385,correct
item_24,S_19,relacionado,curto,748.6582947,correct
item_25,S_19,relacionado,curto,618.6975473,correct
item_26,S_19,relacionado,curto,840.7890023,correct
item_27,S_19,relacionado,curto,607.6710266,correct
item_28,S_19,relacionado,curto,743.1256568,correct
item_29,S_19,relacionado,curto,692.9831166,correct
item_30,S_19,relacionado,curto,565.3340213,correct
item_16,S_20,relacionado,curto,824.5566534,correct
item_17,S_20,relacionado,curto,686.1410734,correct
item_18,S_20,relacionado,curto,563.4546168,correct
item_19,S_20,relacionado,curto,612.1281681,correct
item_20,S_20,relacionado,curto,646.5822784,correct
item_21,S_20,relacionado,curto,665.0367595,correct
item_22,S_20,relacionado,curto,730.6364983,correct
item_23,S_20,relacionado,curto,710.4925379,correct
item_24,S_20,relacionado,curto,860.3539907,correct
item_25,S_20,relacionado,curto,770.7989083,correct
item_26,S_20,relacionado,curto,640.4779076,correct
item_27,S_20,relacionado,curto,702.6741814,correct
item_28,S_20,relacionado,curto,744.8925597,correct
item_29,S_20,relacionado,curto,645.7139011,correct
item_30,S_20,relacionado,curto,736.3549264,correct
item_16,S_01,relacionado,longo,401.6211476,correct
item_17,S_01,relacionado,longo,546.9485363,correct
item_18,S_01,relacionado,longo,588.7244679,correct
item_19,S_01,relacionado,longo,582.2701029,correct
item_20,S_01,relacionado,longo,605.6997708,correct
item_21,S_01,relacionado,longo,718.3049283,correct
item_22,S_01,relacionado,longo,524.357956,incorrect
item_23,S_01,relacionado,longo,387.2165074,correct
item_24,S_01,relacionado,longo,644.297123,correct
item_25,S_01,relacionado,longo,511.4217974,correct
item_26,S_01,relacionado,longo,510.2772403,correct
item_27,S_01,relacionado,longo,195.4473107,correct
item_28,S_01,relacionado,longo,651.2815592,correct
item_29,S_01,relacionado,longo,485.5599797,correct
item_30,S_01,relacionado,longo,461.3252224,correct
item_16,S_02,relacionado,longo,703.4197458,correct
item_17,S_02,relacionado,longo,581.0262974,correct
item_18,S_02,relacionado,longo,567.4103632,correct
item_19,S_02,relacionado,longo,589.3362294,correct
item_20,S_02,relacionado,longo,522.1825232,correct
item_21,S_02,relacionado,longo,470.1572634,correct
item_22,S_02,relacionado,longo,497.8489501,correct
item_23,S_02,relacionado,longo,764.8094757,correct
item_24,S_02,relacionado,longo,599.4820534,correct
item_25,S_02,relacionado,longo,624.2476507,correct
item_26,S_02,relacionado,longo,411.763437,correct
item_27,S_02,relacionado,longo,519.1923654,correct
item_28,S_02,relacionado,longo,535.7563145,correct
item_29,S_02,relacionado,longo,460.4082757,correct
item_30,S_02,relacionado,longo,632.6253993,correct
item_16,S_03,relacionado,longo,517.7246287,correct
item_17,S_03,relacionado,longo,617.8231232,correct
item_18,S_03,relacionado,longo,523.3815984,correct
item_19,S_03,relacionado,longo,659.0516123,correct
item_20,S_03,relacionado,longo,551.0813596,correct
item_21,S_03,relacionado,longo,455.1908884,correct
item_22,S_03,relacionado,longo,739.607977,correct
item_23,S_03,relacionado,longo,756.6798797,correct
item_24,S_03,relacionado,longo,657.3936673,correct
item_25,S_03,relacionado,longo,655.9916991,correct
item_26,S_03,relacionado,longo,445.8151841,correct
item_27,S_03,relacionado,longo,524.8749206,correct
item_28,S_03,relacionado,longo,569.1494733,correct
item_29,S_03,relacionado,longo,392.019913,correct
item_30,S_03,relacionado,longo,473.442827,correct
item_16,S_04,relacionado,longo,491.7201835,correct
item_17,S_04,relacionado,longo,542.050026,correct
item_18,S_04,relacionado,longo,538.4952054,correct
item_19,S_04,relacionado,longo,509.577934,correct
item_20,S_04,relacionado,longo,443.5228301,correct
item_21,S_04,relacionado,longo,471.3845281,correct
item_22,S_04,relacionado,longo,610.6796637,correct
item_23,S_04,relacionado,longo,417.6601871,correct
item_24,S_04,relacionado,longo,373.7346689,correct
item_25,S_04,relacionado,longo,763.7590862,correct
item_26,S_04,relacionado,longo,695.6296574,correct
item_27,S_04,relacionado,longo,502.1916533,correct
item_28,S_04,relacionado,longo,463.3456019,correct
item_29,S_04,relacionado,longo,549.6061651,correct
item_30,S_04,relacionado,longo,530.4213344,correct
item_16,S_05,relacionado,longo,798.2094905,correct
item_17,S_05,relacionado,longo,724.9491666,correct
item_18,S_05,relacionado,longo,655.374893,correct
item_19,S_05,relacionado,longo,635.3135019,correct
item_20,S_05,relacionado,longo,777.9118079,correct
item_21,S_05,relacionado,longo,755.493229,correct
item_22,S_05,relacionado,longo,822.8438646,correct
item_23,S_05,relacionado,longo,652.6902172,correct
item_24,S_05,relacionado,longo,619.5126945,correct
item_25,S_05,relacionado,longo,600.207281,correct
item_26,S_05,relacionado,longo,623.8049735,correct
item_27,S_05,relacionado,longo,715.2807488,correct
item_28,S_05,relacionado,longo,686.1282628,correct
item_29,S_05,relacionado,longo,585.489748,correct
item_30,S_05,relacionado,longo,602.4924631,correct
item_01,S_06,relacionado,longo,434.6540633,correct
item_02,S_06,relacionado,longo,622.2514036,correct
item_03,S_06,relacionado,longo,465.2335584,correct
item_04,S_06,relacionado,longo,662.1825491,correct
item_05,S_06,relacionado,longo,718.0551539,correct
item_06,S_06,relacionado,longo,668.8656164,correct
item_07,S_06,relacionado,longo,629.9121314,correct
item_08,S_06,relacionado,longo,686.4451403,correct
item_09,S_06,relacionado,longo,599.8462888,correct
item_10,S_06,relacionado,longo,531.6084542,correct
item_11,S_06,relacionado,longo,713.1386802,correct
item_12,S_06,relacionado,longo,654.1972242,correct
item_13,S_06,relacionado,longo,738.6032497,correct
item_14,S_06,relacionado,longo,439.6303278,correct
item_15,S_06,relacionado,longo,680.2435548,correct
item_01,S_07,relacionado,longo,701.4002887,correct
item_02,S_07,relacionado,longo,557.140606,correct
item_03,S_07,relacionado,longo,542.0825312,correct
item_04,S_07,relacionado,longo,741.320261,correct
item_05,S_07,relacionado,longo,664.4924538,correct
item_06,S_07,relacionado,longo,590.0318073,correct
item_07,S_07,relacionado,longo,795.1974207,correct
item_08,S_07,relacionado,longo,557.4229299,correct
item_09,S_07,relacionado,longo,691.8471655,correct
item_10,S_07,relacionado,longo,605.6779426,correct
item_11,S_07,relacionado,longo,523.6102006,correct
item_12,S_07,relacionado,longo,570.3318071,correct
item_13,S_07,relacionado,longo,844.6583959,correct
